no,ministry,bureau,name,code,account,new_or_continue,support_type,subsidy_rate,executor,beneficiary,period,total_cost,budget_2025,budget_2026,cost_5y,budget_nums,daegu_mention,region_scope,purpose,history,basis,page,source,volume,source_url
45,산업통상부,산업정책실,xEV보호차체얼라이언스기업지원플랫폼구축,3551-441,일반회계,,,,한국산업기술진흥원,차체·섀시 전기차 부품 관련 중소·중견기업,2023~2027년,해당없음,3600,1573,"- 1,000 1,930 3,600 1,573","1,930|3,600|1,573|1,573|2,027|56|1,930|3,600",,,,"ㅇ 자동차 산업 글로벌 3강 전략 발표(’22.09) - 전동화 글로벌 Top-tier 도약, 생태계 전반의 유연한 전환(Smooth Transition) - 자율주행 및 모빌리티 신산업 창출 ㅇ 미래차부품산업법 제정 및 시행(’24.07) ㅇ 국정과제 30 주력산업 혁신으로 4대 제조강국 실현(산업부) - 반도체·이차전지·자동차 등 첨단 전략산업 혁신생태계 조성","① xEV 보호차체 얼라이언스 기업지원 플랫폼 구축 : (2025 본예산) 3,600백만원 → (2026) 1,573백만원, 2,027백만원 감액 - (요구) xEV 보호차체 분야 전주기 기업지원 장비구축 및 자동차부품 기업의 시제품제작, 시험평가, 네트워크 운영 등의 지원을 위한 예산 1,573백만원 요구 - (산출) * (장비구축) 충돌/변형시험 고정밀 분석시스템 등 장비 980백만원 x 1종 980백만원 * (기업지원) xEV 보호차체 핵심부품 시제품제작, 시험평가, 네트워크 운영 등 36.4백만원 x 15건 546백만원 * (기획평가관리비) 47백만원 ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 2025년 본예산 2026년 예산 예산 산출내역 예산 산출내역 ○ 사업출연금(350-02) : 3,600백만원 ○ 사업출연금(350-02) : 1,526백만원 가. 장비구축 (980백만원) 가. 장비구축 (2,800백만원) ㆍ충돌/변형시험 고정밀 분석시스템 장비 1종 (980백만원) ㆍxEV 보호차체 충돌/변형모사장비 1종 (2,730백만원) ㆍ보호차체 부품 치수 측정 장비 1종 (70백만원) 3,600 1,573 나. 기업지원 (546백만원) 나. 기업지원 (692백만원) ㆍxEV 보호차체 핵심부품 시제품제작, 시험평가, 네트워크 운영 등 ㆍ충돌안전 전주기 기업지원, 시제품제작, 시험평가 등(692백만원) (546백만원) 다. 기획평가관리비 (108백만원) ○ 기관운영출연금(350-01) : 47백만원 ㆍ기획평가관리비 (108백만원) ㆍ기획평가관리비 (47백만원)",1102,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(2._2026년_국회확정_공통요구자료(Ⅱ-1)_산업정책실.pdf),2._2026년_국회확정_공통요구자료(Ⅱ-1)_산업정책실.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
46,산업통상부,,서비스 맞춤 모빌리티 산업 혁신 생태계 구축,3551-442,일반회계,,,,한국산업기술진흥원,서비스 맞춤 자동차 부품 관련 기업 및 타 산업 중 업종전환 자동차 부품기업 등,2023 ~ 2026(4년),,2100,2900,"- 1,000 3,800 2,100 2,900","3,800|2,100|2,100|2,900|2,900|800|38|25",,전국,,"ㅇ 자동차 산업 글로벌 3강 전략 발표(‘22.09) - 전동화 글로벌 Top-tier 도약, 생태계 전반의 유연한 전환(Smooth Transition) - 자율주행 및 모빌리티 신산업 창출 ㅇ 미래차부품산업법 제정 및 시행(’24.07) ㅇ (국정과제 30) 주력산업 혁신으로 4대 제조강국 실현(산업부) - 반도체·이차전지·자동차 등 첨단 전략산업 혁신생태계 조성","□ 산출근거 ㅇ 서비스 맞춤 모빌리티 산업 혁신 생태계 구축 : (2025) 2,100백만원 → (2026) 2,900백만원, 800백만원 증액 - (산출) 서비스 맞춤 자동차 특화 부품 및 시작차 개발 지원을 위한 특장차 내외장재 신속 제작 시스템 등 2종 구축 및 장비 활용 시제작, 설계/해석 등 전문 서비스 지원 등 2,900백만원 지원 * (장비구축) 특장차 내·외장재 신속제작 시스템 1종 × 560백만원 = 560백만원 자동차 부품 접합공정 모니터링 시스템 1종 × 245백만원 = 245백만원 자동차 경량화 부품 적층 제조 시스템 1종 × 525백만원 = 525백만원 * (기업지원) 설계/해석 25건, 시제작 22건, 시험분석 5건, 사업화 지원 26건 등 기업지원 78건 = 1,494백만원 * (기획평가관리비) 76백만원 ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 ’25년 예산 ’26년 예산 예산 산출내역 예산 산출내역 ○ 사업출연금(350-02) : 2,100백만원 ○ 사업출연금(350-02) : 2,824백만원 가. 장비구축비 (399백만원) ㆍ 고내 구성 자 동차 부 품 제조 용 레 이저 클 래딩 시 스템 : 가. 장비구축비 (1,330백만원) 399백만원 × 1종 = 399백만원 ㆍ특 장 차 내 ·외 장 재 신 속 제 작 시 스 템 : 560백만원 × 1종 = 560백만원 나. SW구축비 (805백만원) ㆍ자동차 부품 접합공정 모니터링 시스템 : 245백만원 × 1종 ㆍ 특수목적차량 SW 개발 지원 시스템(자율주행 부품 개발용 = 245백만원 AutoSAR) 175백만원 ",1112,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(2._2026년_국회확정_공통요구자료(Ⅱ-1)_산업정책실.pdf),2._2026년_국회확정_공통요구자료(Ⅱ-1)_산업정책실.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
47,산업통상부,산업정책실,산악도로 기반의 자율주행 실증평가 인프라 구축,3551-443,일반회계,,,,한국산업기술진흥원,미래차 개발기업 및 관련 부품(자율주행) 기업 등,2023~2026,,3000,3000,"- 2,000 5,000 3,000 3,000","5,000|3,000|3,000|2,400|3,000|5,000|3,000|3,000",,전국,,"ㅇ 자동차 산업 글로벌 3강 전략 발표(’22.09) - 전동화 글로벌 Top-tier 도약, 생태계 전반의 유연한 전환(Smooth Transition) - 자율주행 및 모빌리티 신산업 창출 ㅇ 미래차부품산업법 제정 및 시행(’24.07) ㅇ (국정과제. 30) 주력산업 혁신으로 4대 제조강국 실현(산업부) - 반도체·이차전지·자동차 등 첨단 전략산업 혁신생태계 조성","□ 산출근거 ㅇ 산악도로 기반의 자율주행 실증평가 인프라 구축 : (2025 본예산) 3,000백만원 → (2026) 3,000백만원, 전년동 - (산출) 국내 지형 여건에 맞는 급회전, 급경사 등 고난이도 자율주행 안전 실증 주행시험로(산악·통신 음영 지형 등) 1종 구축 및 협의체 네트워크 운영 등 기업지원 * (시설장비구축) 고난이도 자율주행 시험로 1종 × 1,550백만원 = 1,550백만원 * (기업지원) 협의체 운영 및 네트워킹 9건, 시험평가(안) 개발 3건 및 실증 지원, 기술 자문 및 시험평가 지원 시험분석 8건, 국제 공동 R&D 발굴 1건 등 기업지원 = 1,360백만원 * (기획평가관리비) 90백만원 ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 2025년 본예산 2026년 예산 예산 산출내역 예산 산출내역 ○ 사업출연금(350-02) : 3,000백만원 ○ 사업출연금(350-02) : 3,000백만원 가. 시설장비구축비 (1,550백만원) 가. 장비구축비 (1,337백만원) ㆍ고난이도 자율주행 시험로 1,550백만원 x 1종 = 1,550백만원 ㆍ시험용 자율주행 차량 등 2종 1,337백만원 x 1식 = 1,337백만원 나. 기업지원 (1,360백만원) 3,000 나. 기업지원 (1,573백만원) 3,000 ㆍ 협의체 운영 및 네트워킹 9건, 시험평가법(안) 개발 3건, 기술 ㆍ 협의체 구축 및 운영 네트워킹 9건, 시험평가법(안) 개발 2건, 자문 및 시험평가 지원 8건, 국제 공동 R&D 발굴 1건 등 = 기술자문 5건, 국제 공동 R&D 발굴 1건 등 = 1,573",1123,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(2._2026년_국회확정_공통요구자료(Ⅱ-1)_산업정책실.pdf),2._2026년_국회확정_공통요구자료(Ⅱ-1)_산업정책실.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
48,산업통상부,산업정책실,CAV기반미래모빌리티자율주행평가플랫폼구축,3551-445,일반회계,,,,한국산업기술진흥원,미래차 부품 관련 기업 및 타 산업 중 업종전환 자동차 부품기업 등,2023~2026년,해당없음,3150,618,"- 2,500 3,700 3,150 618","3,700|3,150|3,150|618|618|2,532|80|25",,전국,,"ㅇ 자동차 산업 글로벌 3강 전략 발표(’22.09) - 전동화 글로벌 Top-tier 도약, 생태계 전반의 유연한 전환(Smooth Transition) - 자율주행 및 모빌리티 신산업 창출 ㅇ 미래차부품산업법 제정 및 시행(’24.07) ㅇ (국정과제. 30) 주력산업 혁신으로 4대 제조강국 실현(산업부) - 반도체·이차전지·자동차 등 첨단 전략산업 혁신생태계 조성",,1133,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(2._2026년_국회확정_공통요구자료(Ⅱ-1)_산업정책실.pdf),2._2026년_국회확정_공통요구자료(Ⅱ-1)_산업정책실.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
49,산업통상부,산업정책실,수출주도미래차산업혁신성장기술지원,3551-458,일반회계,,,,한국산업기술진흥원,자동차 분야 중소·중견기업 등,2024~2027,해당 없음,6000,3500,"- - 3,000 6,000 3,500","3,000|6,000|6,000|3,500|3,500|2,500|41|25",,전국,,"ㅇ 자동차 산업 글로벌 3강 전략 발표(‘22.09) - 전동화 글로벌 Top-tier 도약, 생태계 전반의 유연한 전환(Smooth Transition) - 1137 - - 자율주행 및 모빌리티 신산업 창출 ㅇ 미래차부품산업법 제정 및 시행(’24.07) ㅇ 국정과제 30. 주력산업 혁신으로 4대 제조강국 실현(산업부) - 반도체·이차전지·자동차 등 첨단 전략산업 혁신생태계 조성","□ 산출근거 ㅇ 수출주도 미래차 국산화 부품 개발 지원 및 장비구축 사업비 : (2025 본예산) 6,000백만원 → (2026) 3,500백만원, △2,500백만원 - (산출) 미래차 및 미래차부품 개발을 위한 신뢰성 시험·평가 장비 구축, 협력업체 상생을 위한 협력기술 지원, 부품기업 실태조사, 해외마케팅 등 미래차 전환 지원을 위해 3,500백만원 * (장비구축) 무선통신환경 전기차 전자기 평가시스템 x 1종 = 1,500백만원 전기차 주행환경 NVH 종합평가시스템 x 1종 = 725백만원 * (기업지원) 미래차 및 글로벌 밸류체인 진입을 위한 시제품개발, 시험·평가, 사업화지원 등 = 1,200백만원 * (기획평가관리비) 75백만원 ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 2025년 본예산 2026년 예산 예산 산출내역 예산 산출내역 ○ 사업출연금(350-02) : 6,000백만원 가. 장비구축비 (4,620백만원) ㆍ복합주행환경 내구시험기(2/3) 460백만원 x 1종 = 460백만원 ○ 사업출연금(350-02) : 3,425백만원 ㆍ8축 다자유도 가진내구시험기(2/3) 1,620백만원 x 1종 = 1,620백만원 가. 장비구축비 (2,225백만원) ㆍ5면 조사 복합환경 열화내구 시스템(2/2) 1,100백만원 x 1종 = 1,100백만원 ㆍ무선통신환경 전자기 평가시스템(2/2) 1,500백만원 x 1종 = 1,500백만원 ㆍ무선통신환경 전자기 평가시스템(1/2) 1,290백만원 x 1종 = 1,290백만원 ㆍ전기차 주행환경 NVH 종합평가시스템(1/2) 725백만원 x 1종 =",1143,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(2._2026년_국회확정_공통요구자료(Ⅱ-1)_산업정책실.pdf),2._2026년_국회확정_공통요구자료(Ⅱ-1)_산업정책실.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
50,산업통상부,산업정책실,자동차보안취약점기반위협분석시스템개발(R&D),3551-462,일반회계,,,,한국산업기술기획평가원,"기업, 대학, 연구소 등",2024 ~ 2028,해당 없음,5350,6000,"- - 4,000 5,350 6,000","4,000|5,350|5,350|6,000|6,000|650|12|4,000",,지역지정,,"- 사업 시작년도, 추진배경, 부처별 중점과제 등 ㅇ 사업이력 - 산업부, 24년 기재부 예산 공통요구자료 제출(‘23.05) - 산업부, 24년 과기부 예산 공통요구자료 제출(‘23.05.04) - 산업부, ‘24년 산업기술개발사업 신규사업 타당성 평가(‘23.04) - ‘24년 신규 산업기술개발사업 기획 및 보고서 완성 (‘23.3) ㅇ 부처 중점과제 - “2024년도 국가연구개발 투자방향 및 기준(안)”(‘23.03, 과기부) 8대 중점 투자 방향‘ 中 기술패권경쟁 대응 12대 국가전략기술 투자 확대 中 ③첨단모빌리 티 ⑩사이버보안 기술에 해당 - “미래자동차 산업 발전 전략”(2030년 국가로드맵)(‘19.10, 관계부처 합동) 中 제 도기반 자율차 제작·성능검증·보험 및 보안체계 마련에 해당 * (보안) 교통인프라 해킹 등 사고방지 인증체계구축 - “산업대전환 초격차 프로젝트”(’23.4, 산업부) 中 미래 모빌리티용 통합 SW(OS, 보안, 미들웨어, 통신)기술 개발 에 ","□ 자동차 보안 취약점 기반 위협 분석 시스템 개발 및 실증을 통한 글로벌 사이버보안 법규(UNCEC WP.29 R155) 만족 핵심기술 개발을 위한 계속 과제 4개(총괄과제 1개, 세부과제 3개) 요구 * 계속과제 4개 × 1,500백만원 × 12/12개월 ㅇ 2025년도 추가경정예산 및 2026년도 예산 산출 세부내역 비교",1155,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(2._2026년_국회확정_공통요구자료(Ⅱ-1)_산업정책실.pdf),2._2026년_국회확정_공통요구자료(Ⅱ-1)_산업정책실.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
51,산업통상부,산업정책실,미래모빌리티열관리시스템기술사업화플랫폼구축,3551-463,일반회계,,,,한국산업기술진흥원,자동차 분야 중소·중견기업 등,2024~2027,해당 없음,2560,3040,"- - 2,400 2,560 3,040","2,400|2,560|2,560|2,432|3,040|480|18|2,400",,전국,,"ㅇ 자동차 산업 글로벌 3강 전략 발표(‘22.09) - 전동화 글로벌 Top-tier 도약, 생태계 전반의 유연한 전환(Smooth Transition) - 자율주행 및 모빌리티 신산업 창출 ㅇ 미래차부품산업법 제정 및 시행(’24.07) ㅇ 국정과제(안) 30 주력산업혁신으로 4대 제조강국실현(산업부) - 반도체·이차전지·자동차 등 첨단 전략산업 혁신생태계 조성 - 1168 -","□ 산출근거 ㅇ 미래모빌리티열관리시스템기술사업화플랫폼구축 : (2025 본예산) 2,560백만원 → (2026) 3,040백만원, 480백만원 - (산출) 미래모빌리티 열관리시스템 성능평가 장비 구축 및 기술사업화 기업지원 등을 위해 3,040백만원 * (장비구축) 저유량 열교환 성능평가 시험기(2/2) 420백만원 x 1종 = 420백만원 미래모빌리티 열관리시스템 테스트벤치 장비(2/3) 550백만원 x 1종 = 550백만원 쿨런트 모듈 압력변화 시험기(1/2) 360백만원 x 1종 = 360백만원 미래모빌리티 열관리용 극한환경 모사테스트 장비(3/4) 1,330 x 1종 = 1,330백만원 * (기업지원) 기술사업화패키지 지원 33.8백만원 x 4건 = 135백만원 시험평가 및 인증 지원 36.3백만원 x 4건 = 145백만원 지역연계 네트워크 운영 등 = 10백만원 * (기획평가관리비) 90백만원 ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 2025년 본예산 2026년 예산 예산 산출내역 예산 산출내역 ○ 사업출연금(350-02) : 2,950백만원 ○ 사업출연금(350-02) : 2,560백만원 가. 장비구축 (2,240백만원) 가. 장비구축 (2,660백만원) ㆍ고유량 열교환 성능평가 시험기(2/2) 1종 구축(240백만원) ㆍ저유량 열교환 성능평가 시험기(2/2) 1종 구축(420백만원) ㆍ저유량 열교환 성능평가 시험기(1/2) 1종 발주(480백만원) ㆍ미래모빌리티 열관리시스템 테스트벤치 장비(2/3) 1종 제작 ㆍ미래모빌리티 열관리시스템 테스트벤치 장비(1/3) 1종 발주 (5",1174,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(2._2026년_국회확정_공통요구자료(Ⅱ-1)_산업정책실.pdf),2._2026년_국회확정_공통요구자료(Ⅱ-1)_산업정책실.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
52,산업통상부,산업정책실,수요맞춤형 전기구동 경형 특장차 개발지원 기반구축,3551-464,일반회계,,,,한국산업기술진흥원,전기구동 경형 PBV 관련 부품 제조 중소ㆍ중견기업 등,2024~2028년,해당없음,1600,2040,"- - 2,000 1,600 2,040","2,000|1,600|2,040|2,040|440|27|25|2,000",,전국,,"ㅇ 자동차 산업 글로벌 3강 전략 발표(‘22.09) - 전동화 글로벌 Top-tier 도약, 생태계 전반의 유연한 전환(Smooth Transition) - 자율주행 및 모빌리티 신산업 창출 ㅇ 미래차부품산업법 제정 및 시행(’24.07) ㅇ 국정과제 30 주력산업 혁신으로 4대 제조강국 실현(산업부) - 반도체·이차전지·자동차 등 첨단 전략산업 혁신생태계 조성","□ 수요맞춤형 전기구동 경형 특장차 개발지원 기반구축 : (2025 본예산) 1,600백만원 → (2026 예산) 2,040백만원, 440백만원 증액 - (요구) 수요맞춤형 전기구동 경형 PBV 핵심부품 성능 및 환경평가 장비 구축, 기업 지원을 위해 전년 수준의 예산 요구 - (산출) 전기구동 경형 PBV 부품제작 지원을 위한 공용활용 시험평가 설비를 구축하여 시작품 성능평가를 지원 할 수 있는 장비구축, 운영, 기업지원 예산 2,040백만원 요구 * (장비구축) 복합환경 고성능 모터/인버터 평가장비(2/2) x 1종 = 476백만원 * (기업지원) 기술자문, 시험분석, 시제품/시작차 제작 및 네트워크 활동 34건 = 1,503백만원 * (기획평가관리비) 61백만원 ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 ’25년 예산 ’26년 예산 예산 산출내역 예산 산출내역 ○ 사업출연금(350-02) : 1,600백만원 ○ 사업출연금(350-02) : 1,979백만원 가. 장비구축비 (630백만원) 가. 장비구축비 (476백만원) ㆍ 복합 채널 데이터 수집장비(DAQ) x 1종 = 350백만원 ㆍ 복합환경 고성능 모터/인버터 평가장비(2/2) X 1종 = 476백만원 ㆍ 복합환경 고성능 모터/인버터 평가장비(1/2) 1종 = 280백만원 1,600 2,040 나. 기업지원 (1,503백만원) 나. 기업지원 (922백만원) ㆍ 기술자문, 시제품 제작, 네트워크 활동 등 기업지원 x 34건 = ㆍ 기술자문, 시제품 제작, 네트워크 활동 등 기업지원 x 25건 = 1,503백만원 922백만원 ○ 기관운",1184,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(2._2026년_국회확정_공통요구자료(Ⅱ-1)_산업정책실.pdf),2._2026년_국회확정_공통요구자료(Ⅱ-1)_산업정책실.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
53,산업통상부,산업정책실,e모빌리티 전동기 재제조산업확산 및 실증지원 기반구축,3551-467,일반회계,,,,한국산업기술진흥원,자동차 분야 중소·중견기업,‘24~’28년,해당없음,1500,1800,"- - 1,000 1,500 1,800","1,500|1,530|1,800|300|20|25|1,000|1,500",,,,"ㅇ 자동차 산업 글로벌 3강 전략 발표(‘22.09) - 전동화 글로벌 Top-tier 도약, 생태계 전반의 유연한 전환(Smooth Transition) - 자율주행 및 모빌리티 신산업 창출 ㅇ 미래차부품산업법 제정 및 시행(’24.07) ㅇ 국정과제 30 주력산업 혁신으로 4대 제조강국 실현(산업부) - 반도체·이차전지·자동차 등 첨단 전략산업 혁신생태계 조성","□ 산출근거 ◦e모빌리티전동기재제조산업확산및실증지원기반구축: (2025) 1,500 → (2026) 1,800백만원, 순증 - (산출) * (장비구축) 전동기 성능평가용 구동 전원공급장비 1종 × 408백만원 = 408백만원 * (기업지원) (기업지원) 전동기 재제조 기술지원 30백만원 × 15건 = 450 백만원 해외수출지원 25백만원 × 8건 = 200백만원 기술역량 강화교육 18.3백만원 × 10건 = 183백만원 기업지원 장비운영 46.5백만원 × 8 = 372백만원 전동기 재제조 네트워크 운영 등 = 133백만원 * (기획평가관리비) 54백만원 ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 ’25년 예산 ’26년 예산 예산 산출내역 예산 산출내역 ○ 사업출연금(350-02) : 1,500 백만원 ○ 사업출연금(350-02) : 1,746백만원 가. 장비구축 (408백만원) 가. 장비구축 (1,013백만원) ㆍ전동기 성능평가용 구동 전원공급장치 1종 구축 × 408백만원 ㆍ차량모델기반 실시간 시뮬레이터 장비 1종 구축 × 1,013백만원 = 408백만원 = 1,013백만원 나. 기업지원 (1,338백만원) 나. 기업지원 (442백만원) ㆍ전동기 재제조 기술지원 30백만원 × 15건 = 450 백만원 1,500 1,800 ㆍ 설계해석 및 시제품제작 등 기업지원 29건 x 442백만원 ㆍ해외수출지원 25백만원 × 8건 = 200백만원 = 442백만원 ㆍ기술역량 강화교육 18.3백만원 × 10건 = 183백만원 ㆍ기업지원 장비운영 46.5백만원 × 8 = 372백만원 다. 기획평가관리비 (4",1194,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(2._2026년_국회확정_공통요구자료(Ⅱ-1)_산업정책실.pdf),2._2026년_국회확정_공통요구자료(Ⅱ-1)_산업정책실.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
54,산업통상부,산업정책실,SDV 전장부품 보안평가센터 구축,3551-468,일반회계,,,,한국산업기술진흥원,자동차 전장부품 중소·중견기업,2024~2027년,,5000,4250,"- - 3,000 5,000 4,250","3,000|5,000|5,000|4,250|4,250|750|15|25",,,,"ㅇ 자동차 산업 글로벌 3강 전략 발표(’22.09) - 전동화 글로벌 Top-tier 도약, 생태계 전반의 유연한 전환(Smooth Transition) - 자율주행 및 모빌리티 신산업 창출 ㅇ 미래차부품산업법 제정 및 시행(’24.07) ㅇ (국정과제. 30) 주력산업 혁신으로 4대 제조강국 실현(산업부) - 반도체·이차전지·자동차 등 첨단 전략산업 혁신생태계 조성",,1204,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(2._2026년_국회확정_공통요구자료(Ⅱ-1)_산업정책실.pdf),2._2026년_국회확정_공통요구자료(Ⅱ-1)_산업정책실.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
55,산업통상부,산업정책실,SDV 아키텍처를 위한 In-Vehicle 초고속 통신 반도체 기술 개발(R&D),3551-470,일반회계,,,,한국산업기술기획평가원,"기업, 대학, 연구소 등",‘25.4월 ~ ’28.12월,,0,8200,"- - 4,580 8,200","4,580|4,580|8,200|8,200|3,620|79|4,580|4,580",,지역지정,,"ㅇ 사업이력 - 산업부, ‘24년 과기부 및 기재부 예산 공통요구자료 제출(‘24.05) - 산업부, ‘25년 산업기술개발사업 신규사업 타당성 평가(‘24.04) - ‘25년 신규 산업기술개발사업 기획 및 보고서 수립(‘24.03) - 1208 - ㅇ 부처 중점과제 - “국가전략기술 육성 방안”(‘22.10, 국가과학기술자문회의) “12대 국가전략기술 및 50개 세부 중점기술” 中 반도체·디스플레이 소재·부품·장비 에 해당 - “산업대전환 초격차 프로젝트”(’24.05, 산업부) 자율주행(레벨4이상) 차량용 반도체 (AP,제어기,센서) 기술 개발 에 해당","① SDV아키텍처를위한In-Vehicle초고속통신반도체기술개발 : (2025 추경) 4,580백만원 → (2026 예산) 8,200백만원, +3,620백만원 - (내용) SDV(Software-Defined Vehicle) 아키텍처를 위한 In-Vehicle 통신 반도체 개발 및 실증을 위한 신규 과제 4개(총괄과제 1개, 세부과제 3개) - (산출) 2,050백만원 × 4개 × 12/12개월 = 8,200백만원 ㅇ 2025년도 예산 및 2026년도 예산안 산출 세부내역 비교",1214,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(2._2026년_국회확정_공통요구자료(Ⅱ-1)_산업정책실.pdf),2._2026년_국회확정_공통요구자료(Ⅱ-1)_산업정책실.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
56,산업통상부,산업정책실,전기차배터리시스템일체형급속무선충전기술개발(R&D),3551-476,일반회계,,,,한국산업기술기획평가원(전문기관),"기업, 대학, 연구소 등",2025 ~ 2028,,4000,7000,"- - - 4,000 7,000","4,000|7,000|7,000|3,000|75|4,000|4,000|4,000",,지역지정,,"-「산업대전환 초격차 프로젝트」의 로드맵 내 전동화시스템(모터, 전력변환시스템, 차체플랫폼)에 해당하며 기술 개발 내용 발굴(‘23.4.) - 전기차 배터리시스템 일체형 급속무선충전 기술개발 사업 기획 및 사업적격성 심의(‘24.5.) -「혁신적 도전적 R&D 육성시스템 체계화 방안」에 따라 혁신도전형 R&D 사업으로 선정(‘24.7) - 국정과제(안) 30. 주력산업 혁신으로 4대 제조강국 실현(’25.) * (실천과제 30-1) 반도체·이차전지·자동차 등 첨단 전략산업 혁신생태계 조성","① 전기차 배터리시스템 일체형 무선 급속충전 기술개발 : (2025 본예산) 4,000백만원 → (2026 요구) 7,000백만원, 3,000백만원 증액 - (요구) 세계 최초·최고 수준의 50kW급 전기차 배터리시스템 일체형 무선 급속충전 기술개발 및 무선충전 상용화 촉진, 사용자 수용성 향상에 필요한 예산 7,000백만원 요구 ☞ 사업 본격화에 따른 시험용 제품 제작 비용 반영 필요 * 세부 개발 내용 : ①무선충전 수신부 배터리 팩 일체화, ②대용량 무선 충전 시 전자파 차폐 기술, ③대용량 무선 충전 기술 표준화 개발 - (산출) 4개 과제 x 1,750백만원 x 12/12개월 = 7,000백만원 ① (총괄) 전기차 배터리시스템 일체형 무선 급속충전기술 개발 ② (1세부) 배터리시스템 일체형 무선 급속충전용 차량 부품 및 일체화 기술 개발 ③ (2세부) 50kW급 무선 급속충전용 송/수신부 및 운영 호환성 확보기술 개발 ④ (3세부) 무선 급속충전 안전성·신뢰성 및 실차 적용성 검증기술 개발 ㅇ 2025년도 예산 및 2026년도 예산 산출 세부내역 비교 2025년 본예산 2026년 예산 예산 산출내역 예산 산출내역 ○ 연구개발활동비등(360-05) : 7,000백원 ○ 연구개발활동비등(360-05) : 4,000백원 - 계속 과제 4개 추진 ㆍ 차량 내 무선 충전 일체형 배터리시스템, 차량 밖 무선 충전기 - 신규 과제 4개 추진 패드 등 시제품 제작 ㆍ 차량내 구조 설계, 무선 충전기 사양 정의 등 R&D 방향 수립 ① (총괄) 전기차 배터리시스템 일체형 무선 급속충전기술 개발 ① (총괄) 전기차 배",1227,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(2._2026년_국회확정_공통요구자료(Ⅱ-1)_산업정책실.pdf),2._2026년_국회확정_공통요구자료(Ⅱ-1)_산업정책실.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
57,산업통상부,산업정책실,미래자동차 구동계 소음진동평가 기반구축,3551-483,일반회계,,,,한국산업기술진흥원,자동차 분야 중소·중견기업,2026~2030년,해당 없음,0,330,- - - - 330,330|330|330|330|321|9|330|9,,,,"ㅇ 자동차 산업 글로벌 3강 전략 발표(’22.09) - 전동화 글로벌 Top-tier 도약, 생태계 전반의 유연한 전환(Smooth Transition) - 자율주행 및 모빌리티 신산업 창출 ㅇ 미래차부품산업법 제정 및 시행(’24.07) ㅇ 국정과제 30 주력산업 혁신으로 4대 제조강국 실현(산업부) - 반도체·이차전지·자동차 등 첨단 전략산업 혁신생태계 조성",,1237,산업통상부 2026년도 예산 및 기금운용계획 사업설명자료(2._2026년_국회확정_공통요구자료(Ⅱ-1)_산업정책실.pdf),2._2026년_국회확정_공통요구자료(Ⅱ-1)_산업정책실.pdf,https://www.motir.go.kr/kor/article/ATCL3f70bb6cf/48/view
